GenBank Assembly ID (Accession.version)	GenBank release ID	RefSeq Assembly ID (Accession.version)	RefSeq release ID 	
GCA_003501885.1	7331768	GCF_003501885.1	7422788	
GCA_003568675.1	7446558	GCF_003568675.1	7456108	
GCA_003573485.1	7455628	GCF_003573485.1	7466738	
GCA_003574445.1	7458598	GCF_003574445.1	7466938	
GCA_003584805.1	7475358	GCF_003584805.1	7488508	
GCA_003584815.1	7475398	GCF_003584815.1	7487528	
GCA_003584825.1	7475378	GCF_003584825.1	7487348	
GCA_003595235.1	7497478	GCF_003595235.1	7527878	
GCA_003595545.1	7497788	GCF_003595545.1	7526728	
GCA_003610255.1	7517978	GCF_003610255.1	7536258	
GCA_003610995.1	7518738	GCF_003610995.1	14365438	
GCA_003626535.1	7548508	GCF_003626535.1	7553138	
GCA_003626575.1	7548578	GCF_003626575.1	7553398	
GCA_003626585.1	7548588	GCF_003626585.1	7554338	
GCA_003626645.1	7548648	GCF_003626645.1	7554478	
GCA_003627815.1	7549808	GCF_003627815.1	7554118	
GCA_003634815.1	7561838	GCF_003634815.1	7598168	
GCA_003635085.1	7562078	GCF_003635085.1	7599988	
GCA_003665095.1	7592568	GCF_003665095.1	7609038	
GCA_003665435.1	7592888	GCF_003665435.1	7609718	
GCA_003671675.1	7615088	GCF_003671675.1	7631688	
GCA_003671685.1	7615108	GCF_003671685.1	7631588	
GCA_003671715.1	7615128	GCF_003671715.1	7631988	
GCA_003671735.1	7615148	GCF_003671735.1	7631948	
GCA_003671755.1	7615188	GCF_003671755.1	7631628	
GCA_003675325.1	7619948	GCF_003675325.1	7635768	
GCA_003675345.1	7619968	GCF_003675345.1	7635848	
GCA_003675955.1	7620948	GCF_003675955.1	7637978	
GCA_003675975.1	7620968	GCF_003675975.1	31550418	
GCA_003688995.1	7637958	GCF_003688995.1	7642148	
GCA_003696235.1	7648118	GCF_003696235.1	7672128	
GCA_003698085.1	7649998	GCF_003698085.1	7666528	
GCA_003709145.1	7664988	GCF_003709145.1	7730028	
GCA_003721215.1	7781928	GCF_003721215.1	7784068	
GCA_003721495.1	7782188	GCF_003721495.1	7783368	
GCA_003751425.1	7823328	GCF_003751425.1	7894738	
GCA_003751445.1	7823348	GCF_003751445.1	7894798	
GCA_003751605.1	7823508	GCF_003751605.1	7895038	
GCA_003751985.1	7823888	GCF_003751985.1	7893158	
GCA_003752205.1	7824108	GCF_003752205.1	7893258	
GCA_003752275.1	7824188	GCF_003752275.1	7893338	
GCA_003814735.1	7904318	GCF_003814735.1	7936228	
GCA_003814765.1	7904358	GCF_003814765.1	7935968	
GCA_003814875.1	7904458	GCF_003814875.1	7936028	
GCA_003814885.1	7904478	GCF_003814885.1	7926508	
GCA_003846155.1	7950558	GCF_003846155.1	7969828	
GCA_003846165.1	7950548	GCF_003846165.1	7969958	
GCA_003846175.1	7950528	GCF_003846175.1	7982258	
GCA_003846185.1	7950518	GCF_003846185.1	7969788	
GCA_003846195.1	7950538	GCF_003846195.1	7969868	
GCA_003846255.1	7950628	GCF_003846255.1	7969768	
GCA_003846265.1	7950618	GCF_003846265.1	7969808	
GCA_003846275.1	7950608	GCF_003846275.1	7969848	
GCA_003846285.1	7950638	GCF_003846285.1	7969938	
GCA_003851625.1	7962938	GCF_003851625.1	7974318	
GCA_003851665.1	7962998	GCF_003851665.1	7974118	
GCA_003865135.1	7991818	GCF_003865135.1	8057298	
GCA_003865155.1	7991838	GCF_003865155.1	8057418	
GCA_003932715.1	8064598	GCF_003932715.1	15690258	
GCA_003933295.1	8065198	GCF_003933295.1	8075018	
GCA_003933485.1	8065398	GCF_003933485.1	8075058	
GCA_003933965.1	8065898	GCF_003933965.1	8074678	
GCA_003935055.1	8069938	GCF_003935055.1	8082208	
GCA_003945505.1	8090068	GCF_003945505.1	8108418	
GCA_003945525.1	8090088	GCF_003945525.1	8101038	
GCA_003945545.1	8090108	GCF_003945545.1	8101178	
GCA_003947265.2	30054168	GCF_003947265.2	30085548	
GCA_003947455.1	8092188	GCF_003947455.1	8100838	
GCA_003947555.1	8092268	GCF_003947555.1	8101578	
GCA_003947575.1	8092278	GCF_003947575.1	8101338	
GCA_003947585.1	8092308	GCF_003947585.1	8101758	
GCA_003949505.1	8094208	GCF_003949505.1	8100918	
GCA_003949535.1	8094228	GCF_003949535.1	8103078	
GCA_003949665.1	8094368	GCF_003949665.1	8101998	
GCA_003949695.1	8094388	GCF_003949695.1	8104538	
GCA_003949795.1	8094488	GCF_003949795.1	8103358	
GCA_003949805.1	8094508	GCF_003949805.1	8103478	
GCA_003949835.1	8094548	GCF_003949835.1	8104638	
GCA_003949845.1	8094528	GCF_003949845.1	8104418	
GCA_003949875.1	8094568	GCF_003949875.1	8104798	
GCA_003949895.1	8094608	GCF_003949895.1	8103158	
GCA_003949905.1	8094588	GCF_003949905.1	8101858	
GCA_003949955.1	8094648	GCF_003949955.1	8102138	
GCA_003950035.1	8094728	GCF_003950035.1	8104818	
GCA_003950055.1	8094748	GCF_003950055.1	8103238	
GCA_003955715.1	8105198	GCF_003955715.1	8142118	
GCA_003963535.1	8115868	GCF_003963535.1	8152758	
GCA_003967355.1	8126528	GCF_003967355.1	8161778	
GCA_003970715.1	8129968	GCF_003970715.1	8185248	
GCA_003977835.1	8160198	GCF_003977835.1	8184888	
GCA_003977875.1	8160238	GCF_003977875.1	8184988	
GCA_003984785.1	8167578	GCF_003984785.1	8184548	
GCA_003984905.1	8167788	GCF_003984905.1	8215338	
GCA_003984925.1	8167818	GCF_003984925.1	8213658	
GCA_003984935.1	8167808	GCF_003984935.1	8215358	
GCA_003984965.1	8167838	GCF_003984965.1	8215378	
GCA_003984975.1	8167858	GCF_003984975.1	8215398	
GCA_003989035.1	8172678	GCF_003989035.1	8185708	
GCA_003994375.1	8190468	GCF_003994375.1	8194248	
GCA_003994395.1	8190488	GCF_003994395.1	8199558	
GCA_003999195.1	8199758	GCF_003999195.1	8210238	
GCA_004000405.1	8201458	GCF_004000405.1	8222128	
GCA_004005495.1	8206978	GCF_004005495.1	8230668	
GCA_004023625.1	8246418	GCF_004023625.1	8255628	
GCA_004028635.1	8256118	GCF_004028635.1	8332488	
GCA_004078575.1	8306898	GCF_004078575.1	8333408	
GCA_004104485.1	8341028	GCF_004104485.1	8357218	
GCA_004104505.1	8341048	GCF_004104505.1	8357258	
GCA_004115015.1	8357758	GCF_004115015.1	8378708	
GCA_004117935.1	8360578	GCF_004117935.1	8382108	
GCA_004122735.1	8378028	GCF_004122735.1	8415628	
GCA_004122755.1	8378008	GCF_004122755.1	8425848	
GCA_004123705.1	8379178	GCF_004123705.1	8426088	
GCA_004124325.1	8379808	GCF_004124325.1	8427628	
GCA_004124335.1	8379828	GCF_004124335.1	8426368	
GCA_004125245.1	8380708	GCF_004125245.1	8429508	
GCA_004125265.1	8380748	GCF_004125265.1	8426558	
GCA_004125275.1	8380768	GCF_004125275.1	8415868	
GCA_004125315.1	8380788	GCF_004125315.1	8416328	
GCA_004127445.1	8386148	GCF_004127445.1	8426708	
GCA_004151105.1	8463598	GCF_004151105.1	8528478	
GCA_004187715.1	8510148	GCF_004187715.1	8538398	
GCA_004193175.1	8515628	GCF_004193175.1	8539798	
GCA_004195735.1	8520508	GCF_004195735.1	8540278	
GCA_004195745.1	8520548	GCF_004195745.1	8538538	
GCA_004195755.1	8520528	GCF_004195755.1	8538478	
GCA_004195765.1	8520568	GCF_004195765.1	8539278	
GCA_004195775.1	8520588	GCF_004195775.1	8539358	
GCA_004195835.1	8520628	GCF_004195835.1	8538618	
GCA_004195845.1	8520608	GCF_004195845.1	8540358	
GCA_004195855.1	8520648	GCF_004195855.1	8538578	
GCA_004195885.1	8520668	GCF_004195885.1	8539418	
GCA_004195895.1	8520688	GCF_004195895.1	8539498	
GCA_004195935.1	8520728	GCF_004195935.1	8538698	
GCA_004195945.1	8520708	GCF_004195945.1	8540438	
GCA_004195955.1	8520768	GCF_004195955.1	8539578	
GCA_004195965.1	8520748	GCF_004195965.1	8538658	
GCA_004195995.1	8520788	GCF_004195995.1	8539618	
GCA_004196035.1	8520828	GCF_004196035.1	8538838	
GCA_004196045.1	8520808	GCF_004196045.1	8540538	
GCA_004196055.1	8520848	GCF_004196055.1	8538718	
GCA_004196095.1	8520868	GCF_004196095.1	8539638	
GCA_004196115.1	8520888	GCF_004196115.1	8539678	
GCA_004196125.1	8520908	GCF_004196125.1	8540598	
GCA_004196135.1	8520938	GCF_004196135.1	8539718	
GCA_004196145.1	8520948	GCF_004196145.1	8538778	
GCA_004196155.1	8520968	GCF_004196155.1	8538818	
GCA_004196215.1	8520988	GCF_004196215.1	8539778	
GCA_004196225.1	8521008	GCF_004196225.1	8539878	
GCA_004196335.1	8521128	GCF_004196335.1	8539058	
GCA_004212445.1	8553248	GCF_004212445.1	8613598	
GCA_004217285.1	8558518	GCF_004217285.1	8636008	
GCA_004217355.1	8558598	GCF_004217355.1	8635308	
GCA_004295505.1	8644608	GCF_004295505.1	8655788	
GCA_004305975.1	8654268	GCF_004305975.1	8680308	
GCA_004320085.1	8684848	GCF_004320085.1	8708978	
GCA_004328625.1	8710698	GCF_004328625.1	8735348	
GCA_004334925.1	8718728	GCF_004334925.1	8734948	
GCA_004337435.2	20819198	GCF_004337435.2	21391528	
GCA_004341025.1	8724988	GCF_004341025.1	8754918	
GCA_004348315.1	8740658	GCF_004348315.1	8756008	
GCA_004348415.1	8740718	GCF_004348415.1	8754718	
GCA_004353505.1	8755028	GCF_004353505.1	8757928	
GCA_004353545.1	8755038	GCF_004353545.1	8758108	
GCA_004359235.1	8765328	GCF_004359235.1	8776718	
GCA_004364245.1	8771938	GCF_004364245.1	8801628	
GCA_004364395.1	8772078	GCF_004364395.1	8797018	
GCA_004365705.1	8773458	GCF_004365705.1	8833338	
GCA_004403015.1	8821948	GCF_004403015.1	8968538	
GCA_004522685.1	8974198	GCF_004522685.1	8998278	
GCA_004524875.1	8986548	GCF_004524875.1	8998378	
GCA_004563805.1	9029428	GCF_004563805.1	9092858	
GCA_004684775.1	9167568	GCF_004684775.1	9232898	
GCA_004684805.1	9167668	GCF_004684805.1	9232918	
GCA_004768505.1	9255608	GCF_004768505.1	9267768	
GCA_004784465.1	9281348	GCF_004784465.1	9297368	
GCA_004784475.1	9281308	GCF_004784475.1	9297288	
GCA_004794175.1	9300098	GCF_004794175.1	9334338	
GCA_004794665.1	9303758	GCF_004794665.1	9343838	
GCA_004794975.1	9329278	GCF_004794975.1	9354438	
GCA_004795015.1	9329378	GCF_004795015.1	9375738	
GCA_004795035.1	9329298	GCF_004795035.1	9375518	
GCA_004795055.1	9329358	GCF_004795055.1	9354378	
GCA_004795105.1	9329438	GCF_004795105.1	9375778	
GCA_004795115.1	9329458	GCF_004795115.1	9354478	
GCA_004795155.1	9329498	GCF_004795155.1	9354338	
GCA_004795255.1	9329638	GCF_004795255.1	9353998	
GCA_004795715.1	9334688	GCF_004795715.1	9354518	
GCA_004798575.1	9337928	GCF_004798575.1	9354558	
GCA_004803895.1	9375138	GCF_004803895.1	20123098	
GCA_005047355.1	9627588	GCF_005047355.1	9736618	
GCA_005048155.1	9628148	GCF_005048155.1	9737018	
GCA_005222485.1	9825478	GCF_005222485.1	19669688	
GCA_005234185.1	9841288	GCF_005234185.1	9861418	
GCA_005280195.1	9893918	GCF_005280195.1	9894938	
GCA_005280215.1	9893878	GCF_005280215.1	9894958	
GCA_005405925.1	10022618	GCF_005405925.1	10245798	
GCA_005405965.1	10022658	GCF_005405965.1	10242718	
GCA_005406005.1	10022698	GCF_005406005.1	10231078	
GCA_005490965.1	10107728	GCF_005490965.1	10243778	
GCA_005517195.1	10134068	GCF_005517195.1	10405928	
GCA_005519465.1	10137478	GCF_005519465.1	10394668	
GCA_005768555.2	11484168	GCF_005768555.2	11563858	
GCA_005786655.1	10629098	GCF_005786655.1	10704528	
GCA_005795905.1	10638358	GCF_005795905.1	10704788	
GCA_005860785.2	21807778	GCF_005860785.2	21828138	
GCA_005869865.1	10722538	GCF_005869865.1	10746748	
GCA_005938145.1	10799668	GCF_005938145.1	11001408	
GCA_005981925.1	10843438	GCF_005981925.1	10998888	
GCA_005981935.1	10843418	GCF_005981935.1	10998868	
GCA_005981965.1	10843518	GCF_005981965.1	10998908	
GCA_006088715.1	10954098	GCF_006088715.1	11020698	
GCA_006229535.1	11100498	GCF_006229535.1	11388328	
GCA_006334905.2	14738408	GCF_006334905.2	14768608	
GCA_006334995.2	14738388	GCF_006334995.2	14768628	
GCA_006335015.1	11213678	GCF_006335015.1	11387548	
GCA_006335115.1	11213788	GCF_006335115.1	11388868	
GCA_006516935.1	11567438	GCF_006516935.1	11597188	
GCA_006539165.1	11592838	GCF_006539165.1	11647738	
GCA_006539185.1	11592858	GCF_006539185.1	11648398	
GCA_006539505.1	11593178	GCF_006539505.1	11650028	
GCA_006540305.1	11593988	GCF_006540305.1	11654618	
GCA_006547165.1	11602828	GCF_006547165.1	11766218	
GCA_006547175.1	11602858	GCF_006547175.1	11766398	
GCA_006547185.1	11602868	GCF_006547185.1	11766278	
GCA_006636205.1	11696658	GCF_006636205.1	11766898	
GCA_006715185.1	11777988	GCF_006715185.1	12047828	
GCA_006715395.1	11778188	GCF_006715395.1	11981258	
GCA_006715635.1	11778428	GCF_006715635.1	11981738	
GCA_006715785.1	11778578	GCF_006715785.1	11981758	
GCA_006715925.1	11778708	GCF_006715925.1	11981378	
GCA_006716135.1	11778948	GCF_006716135.1	11981838	
GCA_006782915.1	11846808	GCF_006782915.1	11981618	
GCA_006788935.1	11852748	GCF_006788935.1	11981818	
GCA_006974005.1	12068098	GCF_006974005.1	12215198	
GCA_007050945.1	12148308	GCF_007050945.1	12856028	
GCA_007096885.1	12203018	GCF_007096885.1	12855988	
GCA_007097205.2	15077868	GCF_007097205.2	15173528	
GCA_007097665.2	15077888	GCF_007097665.2	15170048	
GCA_007113405.2	16935558	GCF_007113405.2	17332928	
GCA_007113425.2	16935578	GCF_007113425.2	17348558	
GCA_007113445.1	12225698	GCF_007113445.1	12855908	
GCA_007113465.1	12225718	GCF_007113465.1	12856068	
GCA_007113485.2	16935598	GCF_007113485.2	17333128	
GCA_007113505.2	16935618	GCF_007113505.2	17335488	
GCA_007113525.2	16935818	GCF_007113525.2	17329428	
GCA_007113545.2	16935838	GCF_007113545.2	17348618	
GCA_007113565.2	16935858	GCF_007113565.2	17348638	
GCA_007113585.2	16935638	GCF_007113585.2	17348598	
GCA_007113665.2	20842308	GCF_007113665.2	21220518	
GCA_007176755.1	12292508	GCF_007176755.1	12856008	
GCA_007280575.1	12407098	GCF_007280575.1	12932998	
GCA_007280585.1	12407118	GCF_007280585.1	12933308	
GCA_007363395.1	12489988	GCF_007363395.1	12994868	
GCA_007595705.1	12725078	GCF_007595705.1	12996108	
GCA_007655005.1	12790408	GCF_007655005.1	13042958	
GCA_007677905.1	12814908	GCF_007677905.1	13043258	
GCA_007679265.1	12816138	GCF_007679265.1	13045298	
GCA_007679425.1	12816258	GCF_007679425.1	13044658	
GCA_007679945.1	12816848	GCF_007679945.1	13043378	
GCA_007827595.1	12985268	GCF_007827595.1	13049458	
GCA_007828695.1	12986368	GCF_007828695.1	13048758	
GCA_007828955.1	12986628	GCF_007828955.1	13048478	
GCA_007829815.1	12987488	GCF_007829815.1	13049538	
GCA_007829875.1	12987548	GCF_007829875.1	13049418	
GCA_007829885.1	12987568	GCF_007829885.1	13048118	
GCA_007856155.1	13022178	GCF_007856155.1	13189248	
GCA_007896895.1	13087968	GCF_007896895.1	13188748	
GCA_007896905.1	13087948	GCF_007896905.1	13190288	
GCA_007994955.1	13192448	GCF_007994955.1	13222108	
GCA_008016805.1	13264438	GCF_008016805.1	13345518	
GCA_008039505.1	13287378	GCF_008039505.1	13344558	
GCA_008042035.1	13289898	GCF_008042035.1	13345358	
GCA_008042045.1	13289918	GCF_008042045.1	13345418	
GCA_008042065.1	13289938	GCF_008042065.1	13345398	
GCA_008042075.1	13289958	GCF_008042075.1	13345438	
GCA_008042115.1	13289978	GCF_008042115.1	13345478	
GCA_008042125.1	13289998	GCF_008042125.1	13345378	
GCA_008042145.1	13290058	GCF_008042145.1	13345458	
GCA_008042155.1	13290018	GCF_008042155.1	13345318	
GCA_008042275.1	13290158	GCF_008042275.1	13345498	
GCA_008064995.1	13314328	GCF_008064995.1	15514568	
GCA_008086975.1	13400508	GCF_008086975.1	13450778	
GCA_008087005.1	13400578	GCF_008087005.1	13445998	
GCA_008107605.1	13420998	GCF_008107605.1	13446738	
GCA_008120935.1	13434568	GCF_008120935.1	13573618	
GCA_008124905.1	13450628	GCF_008124905.1	15515548	
GCA_008124915.1	13450638	GCF_008124915.1	15515848	
GCA_008124975.1	13450688	GCF_008124975.1	15515888	
GCA_008124985.1	13450698	GCF_008124985.1	15515608	
GCA_008125035.1	13450738	GCF_008125035.1	15515948	
GCA_008180165.1	13506548	GCF_008180165.1	13576438	
GCA_008271805.1	13605868	GCF_008271805.1	13751068	
GCA_008312835.1	13648508	GCF_008312835.1	13754068	
GCA_008312845.1	13648488	GCF_008312845.1	13759148	
GCA_008369065.1	13705108	GCF_008369065.1	13752528	
GCA_008386495.1	13724828	GCF_008386495.1	13845898	
GCA_008632535.1	14002528	GCF_008632535.1	14087008	
GCA_008632955.1	14002938	GCF_008632955.1	14086008	
GCA_008634015.1	14003978	GCF_008634015.1	14087988	
GCA_008634025.1	14003998	GCF_008634025.1	14088128	
GCA_008639045.1	14010058	GCF_008639045.1	14086108	
GCA_008639165.1	14010198	GCF_008639165.1	14088188	
GCA_008642275.1	14013438	GCF_008642275.1	14088368	
GCA_008642295.1	14013458	GCF_008642295.1	14087348	
GCA_008642315.1	14013478	GCF_008642315.1	14087488	
GCA_008642335.1	14013498	GCF_008642335.1	14086548	
GCA_008642355.1	14013518	GCF_008642355.1	14086208	
GCA_008642375.1	14013538	GCF_008642375.1	14088488	
GCA_008704395.1	14078318	GCF_008704395.1	14131808	
GCA_008704425.1	14078338	GCF_008704425.1	14131868	
GCA_008704445.1	14078358	GCF_008704445.1	14131748	
GCA_008704495.1	14078418	GCF_008704495.1	14131908	
GCA_008704515.1	14078438	GCF_008704515.1	14131728	
GCA_008704535.1	14078458	GCF_008704535.1	14132008	
GCA_008704555.1	14078478	GCF_008704555.1	14131888	
GCA_008704575.1	14078498	GCF_008704575.1	14131708	
GCA_008704655.1	14078678	GCF_008704655.1	14365578	
GCA_008704715.1	14078738	GCF_008704715.1	14131948	
GCA_008704795.1	14078818	GCF_008704795.1	14131988	
GCA_008704855.1	14078878	GCF_008704855.1	14132028	
GCA_008704935.1	14078958	GCF_008704935.1	14134648	
GCA_008704995.1	14079018	GCF_008704995.1	14131828	
GCA_008705135.1	14079138	GCF_008705135.1	14131848	
GCA_008705255.1	14079348	GCF_008705255.1	14131968	
GCA_008806595.1	14215928	GCF_008806595.1	14244318	
GCA_008868685.1	14289448	GCF_008868685.1	14385438	
GCA_008905045.1	14325998	GCF_008905045.1	14386148	
GCA_008931305.1	14356688	GCF_008931305.1	15516068	
GCA_008932075.1	14361368	GCF_008932075.1	14454498	
GCA_008973465.1	14410138	GCF_008973465.1	14468698	
GCA_008974245.1	14410918	GCF_008974245.1	14468478	
GCA_009025935.1	14470638	GCF_009025935.1	14633508	
GCA_009176265.1	14640168	GCF_009176265.1	14653768	
GCA_009184865.1	14650588	GCF_009184865.1	14684758	
GCA_009208535.1	14678718	GCF_009208535.1	14739788	
GCA_009296025.1	14768848	GCF_009296025.1	14772648	
GCA_009299385.1	14772668	GCF_009299385.1	14836768	
GCA_009377175.1	14851488	GCF_009377175.1	14926418	
GCA_009377185.1	14851478	GCF_009377185.1	14924538	
GCA_009377205.1	14851528	GCF_009377205.1	14924758	
GCA_009377235.1	14851548	GCF_009377235.1	14926138	
GCA_009495655.1	14991298	GCF_009495655.1	15002678	
GCA_009498275.1	15005318	GCF_009498275.1	15135438	
GCA_009569385.1	15104048	GCF_009569385.1	15171768	
GCA_009600885.1	15136798	GCF_009600885.1	15174748	
GCA_009600895.1	15136788	GCF_009600895.1	15172408	
GCA_009604385.1	15140378	GCF_009604385.1	15171448	
GCA_009604455.1	15140438	GCF_009604455.1	15175228	
GCA_009650765.1	15393968	GCF_009650765.1	15411408	
GCA_009709555.1	15509718	GCF_009709555.1	15530168	
GCA_009709575.1	15509738	GCF_009709575.1	15530768	
GCA_009735685.1	15589528	GCF_009735685.1	15597848	
GCA_009739225.1	15594978	GCF_009739225.1	15618308	
GCA_009739465.1	15595248	GCF_009739465.1	15618868	
GCA_009739905.1	15600048	GCF_009739905.1	15618208	
GCA_009755605.1	15627608	GCF_009755605.1	15641438	
GCA_009769735.1	15650938	GCF_009769735.1	15923118	
GCA_009789635.1	15672428	GCF_009789635.1	15776678	
GCA_009796285.1	15679308	GCF_009796285.1	15776318	
GCA_009811555.1	15705868	GCF_009811555.1	15854718	
GCA_009811575.1	15705928	GCF_009811575.1	22446288	
GCA_009811595.1	15705968	GCF_009811595.1	15854778	
GCA_009811635.1	15706048	GCF_009811635.1	15856918	
GCA_009823745.1	15719088	GCF_009823745.1	15933238	
GCA_009827025.1	15722388	GCF_009827025.1	15933638	
GCA_009829585.1	15730678	GCF_009829585.1	15827678	
GCA_009832925.1	15734268	GCF_009832925.1	15856378	
GCA_009834105.1	15737568	GCF_009834105.1	15825798	
GCA_009834125.1	15737588	GCF_009834125.1	15854858	
GCA_009834145.1	15737608	GCF_009834145.1	15856438	
GCA_009834665.1	15738428	GCF_009834665.1	15825698	
GCA_009846825.1	15786538	GCF_009846825.1	15836128	
GCA_009852415.1	15770848	GCF_009852415.1	15855078	
GCA_009857135.1	15776958	GCF_009857135.1	15857078	
GCA_009862025.1	15781928	GCF_009862025.1	15937098	
GCA_009862035.1	15781918	GCF_009862035.1	15945838	
GCA_009862045.1	15781948	GCF_009862045.1	15936318	
GCA_009862055.1	15781968	GCF_009862055.1	15936198	
GCA_009862105.1	15781988	GCF_009862105.1	15937018	
GCA_009862115.1	15782038	GCF_009862115.1	15937238	
GCA_009862125.1	15782028	GCF_009862125.1	15936598	
GCA_009862145.1	15782048	GCF_009862145.1	15937318	
GCA_009862205.1	15782108	GCF_009862205.1	15937498	
GCA_009862215.1	15782098	GCF_009862215.1	15937398	
GCA_009862225.1	15782138	GCF_009862225.1	15937798	
GCA_009862245.1	15782148	GCF_009862245.1	15939958	
GCA_009862265.1	15782168	GCF_009862265.1	15939498	
GCA_009862305.1	15782208	GCF_009862305.1	15937678	
GCA_009862315.1	15782198	GCF_009862315.1	15945358	
GCA_009862345.1	15782248	GCF_009862345.1	15937838	
GCA_009862355.1	15782268	GCF_009862355.1	15935198	
GCA_009862365.1	15782238	GCF_009862365.1	15936158	
GCA_009862405.1	15782308	GCF_009862405.1	15937038	
GCA_009862415.1	15782298	GCF_009862415.1	15939358	
GCA_009862445.1	15782328	GCF_009862445.1	15940378	
GCA_009862465.1	15782348	GCF_009862465.1	15936938	
GCA_009862475.1	15782368	GCF_009862475.1	15936858	
GCA_009862505.1	15782418	GCF_009862505.1	22249258	
GCA_009862515.1	15782428	GCF_009862515.1	15937118	
GCA_009862625.1	15782528	GCF_009862625.1	15938898	
GCA_009862635.1	15782518	GCF_009862635.1	15937358	
GCA_009862685.1	15782588	GCF_009862685.1	15940138	
GCA_009862765.1	15782678	GCF_009862765.1	15939298	
GCA_009862825.1	15782718	GCF_009862825.1	15940338	
GCA_009862845.1	15782728	GCF_009862845.1	15939038	
GCA_009862865.1	15782748	GCF_009862865.1	15940598	
GCA_009862885.1	15782788	GCF_009862885.1	15940518	
GCA_009862925.1	15782828	GCF_009862925.1	15940198	
GCA_009862935.1	15782818	GCF_009862935.1	15940778	
GCA_009862965.1	15782848	GCF_009862965.1	15940318	
GCA_009862985.1	15782868	GCF_009862985.1	15941198	
GCA_009863025.1	15782908	GCF_009863025.1	15937258	
GCA_009863035.1	15782948	GCF_009863035.1	15936298	
GCA_009863045.1	15782928	GCF_009863045.1	15941678	
GCA_009863085.1	15782968	GCF_009863085.1	15941518	
GCA_009863095.1	15782988	GCF_009863095.1	15943898	
GCA_009863125.1	15783008	GCF_009863125.1	15940718	
GCA_009863145.1	15783028	GCF_009863145.1	15938738	
GCA_009863155.1	15783078	GCF_009863155.1	15942518	
GCA_009863165.1	15783088	GCF_009863165.1	15939538	
GCA_009863175.1	15783068	GCF_009863175.1	15943698	
GCA_009863225.1	15783118	GCF_009863225.1	15940418	
GCA_009863235.1	15783128	GCF_009863235.1	15938798	
GCA_009863265.1	15783188	GCF_009863265.1	15940458	
GCA_009863275.1	15783178	GCF_009863275.1	15940298	
GCA_009863285.1	15783168	GCF_009863285.1	15937998	
GCA_009864805.1	15784698	GCF_009864805.1	15944618	
GCA_009864845.1	15784748	GCF_009864845.1	15939738	
GCA_009864855.1	15784768	GCF_009864855.1	15937618	
GCA_009864865.1	15784758	GCF_009864865.1	15940958	
GCA_009864905.1	15784808	GCF_009864905.1	15940498	
GCA_009864915.1	15784798	GCF_009864915.1	15940738	
GCA_009864985.1	15784888	GCF_009864985.1	15940698	
GCA_009865035.1	15784928	GCF_009865035.1	15938458	
GCA_009865065.1	15784948	GCF_009865065.1	15941098	
GCA_009865075.1	15784968	GCF_009865075.1	15941158	
GCA_009865085.1	15784988	GCF_009865085.1	15941238	
GCA_009865125.1	15785028	GCF_009865125.1	15940558	
GCA_009865135.1	15785008	GCF_009865135.1	15940938	
GCA_009865165.1	15785058	GCF_009865165.1	15940438	
GCA_009865175.1	15785068	GCF_009865175.1	15939918	
GCA_009865205.1	15785088	GCF_009865205.1	15937458	
GCA_009865215.1	15785128	GCF_009865215.1	15944258	
GCA_009865265.1	15785168	GCF_009865265.1	15939638	
GCA_009865275.1	15785148	GCF_009865275.1	15940618	
GCA_009865305.1	15785228	GCF_009865305.1	15943578	
GCA_009865325.1	15785218	GCF_009865325.1	15940638	
GCA_009865365.1	15785248	GCF_009865365.1	15939858	
GCA_009865385.1	15785268	GCF_009865385.1	15943178	
GCA_009865405.1	15785288	GCF_009865405.1	15941778	
GCA_009865425.1	15785318	GCF_009865425.1	15937938	
GCA_009865465.1	15785358	GCF_009865465.1	15940358	
GCA_009865475.1	15785368	GCF_009865475.1	15940018	
GCA_009865505.1	15785388	GCF_009865505.1	15940278	
GCA_009865545.1	15785428	GCF_009865545.1	15938638	
GCA_009865565.1	15785448	GCF_009865565.1	15941338	
GCA_009865585.1	15785528	GCF_009865585.1	15941438	
GCA_009865595.1	15785478	GCF_009865595.1	15938118	
GCA_009865605.1	15785508	GCF_009865605.1	15940118	
GCA_009866455.1	15786348	GCF_009866455.1	15836148	
GCA_009867075.1	15787138	GCF_009867075.1	15857208	
GCA_009870065.1	15790138	GCF_009870065.1	15941758	
GCA_009870085.1	15790168	GCF_009870085.1	15945278	
GCA_009870095.1	15790198	GCF_009870095.1	15943518	
GCA_009872515.1	15792578	GCF_009872515.1	15945078	
GCA_009872535.1	15792598	GCF_009872535.1	15943038	
GCA_009872555.1	15792638	GCF_009872555.1	15944278	
GCA_009872565.1	15792618	GCF_009872565.1	15942158	
GCA_009872615.1	15792678	GCF_009872615.1	15943678	
GCA_009873275.1	15793318	GCF_009873275.1	15945758	
GCA_009908195.1	15863238	GCF_009908195.1	16152978	
GCA_009916105.1	15885658	GCF_009916105.1	18095398	
GCA_009936315.1	15959158	GCF_009936315.1	16078048	
GCA_010119355.1	16214018	GCF_010119355.1	16277558	
GCA_010384365.1	16529178	GCF_010384365.1	17326538	
GCA_010523235.1	16668848	GCF_010523235.1	17324838	
GCA_010548045.1	16693728	GCF_010548045.1	17329928	
GCA_010548075.1	16693758	GCF_010548075.1	17372968	
GCA_010548115.1	16693778	GCF_010548115.1	17372988	
